generic_name,company_name,therapeutic_category,dosage_form,status,availability,package_ndc,initial_posting_date,update_date,update_type,source_id
Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company",Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Injection,Resolved,,0009-0013-06,03/24/2023,02/24/2026,Revised,openfda_drug_shortages
Atazanavir Sulfate Oral Powder,Bristol Myers Squibb Co.,Antiviral,Oral Powder,To Be Discontinued,,0003-3638-10,06/04/2025,06/04/2025,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",Psychiatry,Tablet,Current,Available,64850-500-01,10/12/2022,05/18/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Available,0641-6027-25,12/20/2023,05/12/2026,Reverified,openfda_drug_shortages
Pindolol Tablet,"Sun Pharmaceutical Industries, Inc.",Cardiovascular,Tablet,To Be Discontinued,,57664-655-88,01/30/2026,01/30/2026,New,openfda_drug_shortages
Quinapril Hydrochloride Tablet,Pfizer Inc.,Cardiovascular,Tablet,To Be Discontinued,,0071-0535-23,10/01/2025,10/01/2025,New,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Available,0409-3178-01,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Etomidate Injection,"Caplin Steriles, Ltd.",Anesthesia,Injection,Current,Available,65219-445-10,10/05/2022,04/16/2026,Revised,openfda_drug_shortages
Quinapril Hydrochloride Tablet,Chartwell Molecular Holdings LLC,Cardiovascular,Tablet,Current,Available,62135-486-90,01/19/2023,05/19/2026,Reverified,openfda_drug_shortages
Doxercalciferol Injection,Sanofi-Aventis U.S. LLC,Endocrinology/Metabolism,Injection,To Be Discontinued,,58468-0123-1,12/10/2025,12/10/2025,New,openfda_drug_shortages
Fluphenazine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC",Neurology; Psychiatry,Tablet,To Be Discontinued,,0832-6003-11,09/18/2025,09/18/2025,New,openfda_drug_shortages
Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.",Cardiovascular,Tablet,To Be Discontinued,,0093-7201-98,06/13/2025,06/13/2025,New,openfda_drug_shortages
Remifentanil Hydrochloride Injection,"Mylan Institutional, a Viatris Company",Analgesia/Addiction,Injection,Current,Available,72078-036-05,06/28/2022,05/19/2026,Reverified,openfda_drug_shortages
Etomidate Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia,Injection,Current,Available,0143-9311-10,10/05/2022,05/12/2026,Reverified,openfda_drug_shortages
Fluticasone Propionate; Salmeterol Xinafoate Powder,"Teva Pharmaceuticals USA, Inc.",Pulmonary/Allergy,Powder,To Be Discontinued,,59310-812-06,06/13/2025,06/13/2025,New,openfda_drug_shortages
Quinapril Hydrochloride Tablet,Pfizer Inc.,Cardiovascular,Tablet,Current,Unavailable,0071-0535-23,01/19/2023,05/08/2026,Reverified,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-483-27,10/14/2016,04/23/2026,Reverified,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-462-17,02/20/2018,05/08/2026,Revised,openfda_drug_shortages
Quinapril/Hydrochlorothiazide Tablet,Chartwell Molecular Holdings LLC,Cardiovascular,Tablet,Current,Available,62135-667-90,01/19/2023,05/19/2026,Reverified,openfda_drug_shortages
Rocuronium Bromide Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,65219-065-05,02/15/2023,04/23/2026,Reverified,openfda_drug_shortages
Everolimus Tablet,"Endo Pharmaceuticals, Inc.",Transplant,Tablet,To Be Discontinued,,49884-128-91,01/06/2026,01/06/2026,New,openfda_drug_shortages
Furosemide Injection,"Fresenius Kabi USA, LLC",Cardiovascular,Injection,Current,Available,63323-280-02,04/07/2020,04/23/2026,Reverified,openfda_drug_shortages
Rocuronium Bromide Injection,"Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Available,0409-3189-10,02/15/2023,05/08/2026,Revised,openfda_drug_shortages
Fentanyl Citrate Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction; Pediatric,Injection,Current,Available,63323-808-11,01/01/2012,04/23/2026,Reverified,openfda_drug_shortages
Furosemide Injection,Accord Healthcare Inc.,Cardiovascular,Injection,Current,Unavailable,16729-500-08,04/07/2020,05/18/2026,Revised,openfda_drug_shortages
Sumatriptan Nasal Spray,Prasco Laboratories,Neurology,Nasal Spray,To Be Discontinued,,66993-081-69,09/08/2025,09/08/2025,New,openfda_drug_shortages
Bumetanide Injection,"Hikma Pharmaceuticals USA, Inc.",Cardiovascular,Injection,Current,Available,0641-6007-10,01/31/2018,05/12/2026,Reverified,openfda_drug_shortages
Lasmiditan Succinate Tablet,Eli Lilly and Co.,Neurology,Tablet,To Be Discontinued,,0002-4491-61,11/03/2025,11/03/2025,New,openfda_drug_shortages
Ketorolac Tromethamine Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Unavailable,0409-3793-01,03/26/2018,05/08/2026,Reverified,openfda_drug_shortages
Valsartan Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",Cardiovascular,Tablet,To Be Discontinued,,0378-5807-93,11/19/2025,11/19/2025,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,Psychiatry,Tablet,Current,Unavailable,13107-070-01,10/12/2022,04/15/2026,Revised,openfda_drug_shortages
Fluphenazine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC",Neurology; Psychiatry,Tablet,To Be Discontinued,,0832-6004-11,09/18/2025,09/18/2025,New,openfda_drug_shortages
Rocuronium Bromide Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia,Injection,Current,Available,0143-9251-10,02/15/2023,05/12/2026,Reverified,openfda_drug_shortages
Atropine Sulfate Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Neurology; Pediatric,Injection,Current,Unavailable,0409-1630-10,01/01/2012,05/08/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction,Injection,Current,Unavailable,63323-852-25,10/31/2017,04/23/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction,Injection,Current,Unavailable,63323-851-50,10/31/2017,04/23/2026,Revised,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Caplin Steriles, Ltd.",Anesthesia,Injection,Current,Available,43066-027-10,12/22/2020,04/16/2026,Revised,openfda_drug_shortages
Gemcitabine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Oncology,Injection,To Be Discontinued,,0409-0182-25,09/11/2025,09/11/2025,New,openfda_drug_shortages
Clindamycin Hydrochloride Capsule,Pfizer Inc.,Anti-Infective,Capsule,To Be Discontinued,,0009-0331-02,02/25/2026,02/25/2026,New,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-288-10,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
"Streptozocin Powder, For Solution","Teva Pharmaceuticals USA, Inc.",Oncology,"Powder, For Solution",Current,Unavailable,0703-4636-01,07/12/2022,05/08/2026,Revised,openfda_drug_shortages
Idelalisib Tablet,"Gilead Sciences, Inc.",Oncology,Tablet,To Be Discontinued,,61958-1702-1,04/07/2026,04/07/2026,New,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction,Injection,Current,Unavailable,76045-009-11,10/31/2017,04/23/2026,Revised,openfda_drug_shortages
Sodium Bicarbonate Injection,"Exela Pharma Sciences, LLC",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Available,51754-5012-4,07/24/2017,05/15/2026,Reverified,openfda_drug_shortages
Heparin Sodium Injection,B. Braun Medical Inc.,Hematology,Injection,Current,Limited Availability,0264-9872-00,11/14/2017,05/19/2026,Reverified,openfda_drug_shortages
Furosemide Injection,"Avet Pharmaceuticals, Inc.",Cardiovascular,Injection,Current,Available,83634-302-10,04/07/2020,05/19/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-288-21,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
Azacitidine Injection,"Teva Pharmaceuticals USA, Inc.",Oncology,Injection,Current,Unavailable,68001-313-56,12/22/2020,05/18/2026,Revised,openfda_drug_shortages
Ketorolac Tromethamine Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Unavailable,0641-6043-25,06/06/2018,05/12/2026,Reverified,openfda_drug_shortages
Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,"Novo Nordisk, Inc.",Endocrinology/Metabolism,Injectable Suspension,To Be Discontinued,,73070-200-11,07/21/2025,07/21/2025,New,openfda_drug_shortages
Sterile Water Injection,"Hikma Pharmaceuticals USA, Inc.",Other,Injection,Current,Available,0641-6147-10,11/23/2021,05/12/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Teva Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0703-0110-03,11/01/2017,05/18/2026,Revised,openfda_drug_shortages
Nebivolol Hydrochloride Tablet,Torrent Pharmaceuticals Limited,Cardiovascular,Tablet,To Be Discontinued,,13668-354-30,03/25/2026,03/25/2026,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.",Psychiatry,Tablet,Current,Available,57844-120-01,10/12/2022,05/18/2026,Revised,openfda_drug_shortages
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Torrent Pharma Inc.,Cardiovascular,Tablet,To Be Discontinued,,13668-382-05,06/13/2025,06/13/2025,New,openfda_drug_shortages
Ethionamide Tablet,Pfizer Inc.,Anti-Infective,Tablet,To Be Discontinued,,0008-4117-01,07/16/2025,07/16/2025,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.",Psychiatry,Tablet,Current,Available,57844-117-01,10/12/2022,05/18/2026,Revised,openfda_drug_shortages
Clonazepam Tablet,Accord Healthcare Inc.,Neurology; Pediatric; Psychiatry,Tablet,Current,Available,16729-137-16,03/10/2023,05/18/2026,Reverified,openfda_drug_shortages
Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia; Neurology,Injection,Current,Unavailable,0641-6061-25,04/02/2020,05/12/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Sandoz Inc.,Psychiatry,Tablet,Current,Limited Availablity,0185-2099-01,10/12/2022,05/11/2026,Revised,openfda_drug_shortages
Metoprolol Tartrate Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,To Be Discontinued,,65862-064-01,06/03/2025,06/03/2025,New,openfda_drug_shortages
Desmopressin Acetate Spray,Ferring,Hematology,Spray,Current,Unavailable,69918-501-05,03/12/2021,05/01/2026,Reverified,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",Anesthesia,Injection,Current,Available,0781-3493-95,04/10/2020,04/06/2026,Reverified,openfda_drug_shortages
Methylprednisolone Acetate Injection,Pfizer Inc.,Rheumatology,Injection,Current,Limited Availability,0009-3073-01,12/15/2021,05/08/2026,Revised,openfda_drug_shortages
Amino Acid Injection,Baxter Healthcare,Gastroenterology,Injection,Current,Available,0338-0499-06,12/08/2020,05/16/2026,Reverified,openfda_drug_shortages
Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.",Neurology,Injection,Current,Unavailable,0641-6000-10,09/05/2018,05/12/2026,Reverified,openfda_drug_shortages
Nilutamide Tablet,Advanz Pharma (US) Corp.,Oncology,Tablet,To Be Discontinued,,66993-212-38,12/01/2025,12/01/2025,New,openfda_drug_shortages
Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0641-6127-25,11/03/2017,05/12/2026,Reverified,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,Anesthesia,Injection,Current,Available,70121-1388-8,04/10/2020,02/09/2026,Revised,openfda_drug_shortages
Dextrose Monohydrate 50% Injection,"Amphastar Pharmaceuticals, Inc.",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Limited Availability,76329-3302-1,01/13/2022,05/16/2026,Reverified,openfda_drug_shortages
Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0641-6019-10,11/03/2017,05/12/2026,Reverified,openfda_drug_shortages
"Cefotaxime Sodium Powder, for Solution","Hikma Pharmaceuticals USA, Inc.",Anti-Infective; Pediatric,"Powder, For Solution",Current,Unavailable,0143-9933-25,02/17/2015,05/12/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,Psychiatry,Tablet,Current,Available,47781-178-01,10/12/2022,05/19/2026,Revised,openfda_drug_shortages
Nitrofurantoin Oral Suspension,Amneal Pharmaceuticals,Anti-Infective; Other,Oral Suspension,To Be Discontinued,,69238-2512-9,04/10/2026,04/10/2026,New,openfda_drug_shortages
Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.",Analgesia/Addiction,Tablet,Resolved,,64850-300-01,02/29/2024,02/11/2026,Revised,openfda_drug_shortages
Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0264-7520-10,03/01/2022,05/19/2026,Reverified,openfda_drug_shortages
Dobutamine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular; Pediatric; Renal,Injection,Current,Unavailable,0409-2344-88,11/06/2017,05/08/2026,Revised,openfda_drug_shortages
Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Available,0409-1893-01,10/31/2017,05/08/2026,Revised,openfda_drug_shortages
Clindamycin Phosphate Injection,Pfizer Inc.,Anti-Infective,Injection,Current,Limited Availability,0009-5095-06,03/21/2023,05/08/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC",Psychiatry,Tablet,Current,Available,68025-098-10,07/26/2023,05/18/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Oryza Pharmaceuticals Inc.,Psychiatry,Tablet,Current,Available,72516-013-01,10/12/2022,04/01/2026,Reverified,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,Anesthesia,Injection,Current,Limited Availability,71288-722-32,02/20/2018,05/05/2026,Revised,openfda_drug_shortages
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology; Pediatric; Psychiatry,Tablet,Current,Available,0093-0832-05,03/10/2023,05/01/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",SpecGx LLC,Psychiatry,Tablet,Current,Available,0406-8884-01,10/12/2022,05/08/2026,Revised,openfda_drug_shortages
Carboplatin Injection,Teyro Labs,Oncology,Injection,Current,Available,60505-6282-7,04/28/2023,05/08/2026,Revised,openfda_drug_shortages
Activated Charcoal Oral Suspension,Padagis US LLC,Other,Oral Suspension,To Be Discontinued,,0574-0521-74,05/15/2026,05/15/2026,New,openfda_drug_shortages
"Guanfacine Hydrochloride Tablet, Extended Release","Actavis Pharma, Inc.",Psychiatry,Tablet,To Be Discontinued,,0228-2851-11,11/13/2025,11/13/2025,New,openfda_drug_shortages
Atropine Sulfate Injection,Accord Healthcare Inc.,Anesthesia; Neurology; Pediatric,Injection,Current,Unavailable,16729-526-08,01/01/2012,05/01/2026,Reverified,openfda_drug_shortages
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Unavailable,0409-9042-01,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Lidocaine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Available,55150-255-20,06/13/2018,05/05/2026,Revised,openfda_drug_shortages
"Lamotrigine Tablet, Extended Release","Par Health, Inc.",Neurology,Tablet,To Be Discontinued,,49884-562-11,04/29/2026,04/29/2026,New,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Available,0409-1159-01,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Insulin Lispro-aabc Injection,Eli Lilly and Co.,Endocrinology/Metabolism,Injection,To Be Discontinued,,0002-8235-05,10/24/2025,10/24/2025,New,openfda_drug_shortages
Heparin Sodium Injection,"Hospira, Inc., a Pfizer Company",Hematology,Injection,Current,Available,0409-7620-59,11/14/2017,05/08/2026,Reverified,openfda_drug_shortages
Azithromycin Injection,"Hospira, Inc., a Pfizer Company",Anti-Infective,Injection,To Be Discontinued,,0409-0144-11,09/09/2025,09/09/2025,New,openfda_drug_shortages
Acetaminophen; Oxycodone Hydrochloride Tablet,"Endo Pharmaceuticals, Inc.",Analgesia/Addiction,Tablet,To Be Discontinued,,60951-701-70,11/03/2025,11/03/2025,New,openfda_drug_shortages
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-208-05,02/22/2012,04/23/2026,Reverified,openfda_drug_shortages
Levothyroxine Sodium Tablet,"EMD Serono, Inc.",Endocrinology/Metabolism,Tablet,To Be Discontinued,,72305-150-90,07/10/2025,07/10/2025,New,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Unavailable,0409-1582-10,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Itraconazole Capsule,Janssen Pharmaceuticals,Anti-Infective; Other,Capsule,To Be Discontinued,,50458-290-04,02/27/2026,02/27/2026,New,openfda_drug_shortages
Clindamycin Phosphate Injection,Baxter Healthcare,Anti-Infective,Injection,Current,Available,0338-3612-50,03/21/2023,05/16/2026,Reverified,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,63323-467-57,02/20/2018,05/08/2026,Reverified,openfda_drug_shortages
Cisatracurium Besylate Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,To Be Discontinued,,0409-1103-01,05/06/2026,05/06/2026,New,openfda_drug_shortages
Lidocaine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Available,55150-164-02,02/20/2018,05/05/2026,Revised,openfda_drug_shortages
